,tfidf
barney,0.02290086797914461
particular,0.02290086797914461
relationship,0.02290086797914461
stage,0.02290086797914461
barren,0.02290086797914461
super,0.02290086797914461
feet,0.02290086797914461
laugh,0.02290086797914461
forget,0.02290086797914461
dry,0.02290086797914461
babie,0.02290086797914461
list,0.02290086797914461
goalies,0.02290086797914461
de,0.02290086797914461
defensemen,0.02290086797914461
wide,0.02290086797914461
diving,0.02290086797914461
settings,0.02290086797914461
three,0.019672647232794042
often,0.019237113806661536
performances,0.01642039974603322
pretentious,0.01642039974603322
amazing,0.01642039974603322
significant,0.01642039974603322
another,0.01642039974603322
beautiful,0.01642039974603322
fit,0.015946309911858362
easily,0.015946309911858362
important,0.015946309911858362
gives,0.015946309911858362
follow,0.015946309911858362
obvious,0.015946309911858362
game,0.015946309911858362
ray,0.014754485424595534
hitchcock,0.014754485424595534
history,0.011885837850898253
while,0.011885837850898253
enjoy,0.011885837850898253
talented,0.011885837850898253
enjoyed,0.011885837850898253
life,0.011885837850898253
french,0.011885837850898253
tv,0.011885837850898253
addition,0.011885837850898253
told,0.011885837850898253
charles,0.009836323616397021
thriller,0.009836323616397021
struck,0.009836323616397021
fx,0.009836323616397021
plain,0.009836323616397021
attention,0.009836323616397021
water,0.009836323616397021
mexican,0.009836323616397021
loved,0.009836323616397021
alexander,0.007973154955929181
confirm,0.007973154955929181
marine,0.007973154955929181
concentrate,0.007973154955929181
complete,0.007973154955929181
nevsky,0.007973154955929181
anne,0.007973154955929181
voice,0.007973154955929181
vitally,0.007973154955929181
meagre,0.007973154955929181
meanders,0.007973154955929181
waiting,0.007973154955929181
managed,0.007973154955929181
th,0.007973154955929181
coaster,0.007973154955929181
warmth,0.007973154955929181
jonah,0.007973154955929181
ho,0.007973154955929181
youthful,0.007973154955929181
whoever,0.007973154955929181
lovely,0.007973154955929181
whiny,0.007973154955929181
number,0.007973154955929181
constructed,0.007973154955929181
makers,0.007973154955929181
unnecessary,0.007973154955929181
cinema,0.007973154955929181
today,0.007973154955929181
lesser,0.007973154955929181
improved,0.007973154955929181
tom,0.007973154955929181
tone,0.007973154955929181
changing,0.007973154955929181
translate,0.007973154955929181
morgan,0.007973154955929181
charm,0.007973154955929181
tightly,0.007973154955929181
carrell,0.007973154955929181
ladies,0.007973154955929181
cancan,0.007973154955929181
insane,0.007973154955929181
leading,0.007973154955929181
insipid,0.007973154955929181
worry,0.007973154955929181
twice,0.007973154955929181
buy,0.007973154955929181
minor,0.007973154955929181
mind,0.007973154955929181
builders,0.007973154955929181
integration,0.007973154955929181
choices,0.007973154955929181
book,0.007973154955929181
unlockable,0.007973154955929181
boasts,0.007973154955929181
ask,0.007973154955929181
liked,0.007973154955929181
pieces,0.007973154955929181
succeeds,0.007973154955929181
delivering,0.007973154955929181
predict,0.007973154955929181
form,0.007973154955929181
presence,0.007973154955929181
structure,0.007973154955929181
hanks,0.007973154955929181
pulls,0.007973154955929181
dodge,0.007973154955929181
deserves,0.007973154955929181
sam,0.007973154955929181
stratus,0.007973154955929181
exaggerating,0.007973154955929181
gung,0.007973154955929181
gross,0.007973154955929181
fill,0.007973154955929181
flick,0.007973154955929181
crackles,0.007973154955929181
save,0.007973154955929181
require,0.007973154955929181
grates,0.007973154955929181
resounding,0.007973154955929181
perhaps,0.007973154955929181
restrained,0.007973154955929181
cross,0.007973154955929181
sat,0.007973154955929181
planned,0.007973154955929181
right,0.007973154955929181
superlative,0.007973154955929181
fun,0.007973154955929181
help,0.007973154955929181
helms,0.007973154955929181
grace,0.007973154955929181
fare,0.007973154955929181
doomed,0.007973154955929181
occurs,0.007973154955929181
content,0.007973154955929181
fingernails,0.007973154955929181
riveted,0.007973154955929181
front,0.007973154955929181
portrayal,0.007973154955929181
cutest,0.007973154955929181
dozen,0.007973154955929181
family,0.007973154955929181
future,0.007973154955929181
heche,0.007973154955929181
regret,0.007973154955929181
g,0.007973154955929181
fall,0.007973154955929181
flag,0.004918161808198511
journey,0.004918161808198511
provided,0.004918161808198511
psychological,0.004918161808198511
eloquently,0.004918161808198511
rumbles,0.004918161808198511
sappiest,0.004918161808198511
emotionally,0.004918161808198511
emerge,0.004918161808198511
sabotages,0.004918161808198511
contained,0.004918161808198511
ballet,0.004918161808198511
manages,0.004918161808198511
sequences,0.004918161808198511
valentine,0.004918161808198511
matter,0.004918161808198511
believed,0.004918161808198511
material,0.004918161808198511
master,0.004918161808198511
masculinity,0.004918161808198511
possibly,0.004918161808198511
limitations,0.004918161808198511
frankly,0.004918161808198511
francis,0.004918161808198511
vomited,0.004918161808198511
ford,0.004918161808198511
schrader,0.004918161808198511
eccleston,0.004918161808198511
author,0.004918161808198511
finale,0.004918161808198511
audience,0.004918161808198511
allison,0.004918161808198511
ferry,0.004918161808198511
ranks,0.004918161808198511
working,0.004918161808198511
expression,0.004918161808198511
leaves,0.004918161808198511
aerial,0.004918161808198511
adrift,0.004918161808198511
logic,0.004918161808198511
admiration,0.004918161808198511
reenactments,0.004918161808198511
wrap,0.004918161808198511
actress,0.004918161808198511
lies,0.004918161808198511
literally,0.004918161808198511
fantasy,0.004918161808198511
lino,0.004918161808198511
accurately,0.004918161808198511
abstruse,0.004918161808198511
fascinated,0.004918161808198511
realistic,0.004918161808198511
above,0.004918161808198511
remaining,0.004918161808198511
fifties,0.004918161808198511
room,0.004918161808198511
wonderful,0.004918161808198511
roeg,0.004918161808198511
website,0.004918161808198511
judge,0.004918161808198511
june,0.004918161808198511
kieslowski,0.004918161808198511
rise,0.004918161808198511
kill,0.004918161808198511
ridiculousness,0.004918161808198511
reviewer,0.004918161808198511
loves,0.004918161808198511
everybody,0.004918161808198511
resume,0.004918161808198511
appealing,0.004918161808198511
filmography,0.004918161808198511
wih,0.004918161808198511
existential,0.004918161808198511
amaze,0.004918161808198511
amateurish,0.004918161808198511
witticisms,0.004918161808198511
expectations,0.004918161808198511
quicker,0.004918161808198511
belmondo,0.004918161808198511
bob,0.004918161808198511
usual,0.004918161808198511
check,0.004918161808198511
happiness,0.004918161808198511
christopher,0.004918161808198511
thoroughly,0.004918161808198511
strives,0.004918161808198511
chilly,0.004918161808198511
coppola,0.004918161808198511
hairsplitting,0.004918161808198511
ought,0.004918161808198511
greatness,0.004918161808198511
muddled,0.004918161808198511
greatest,0.004918161808198511
stunning,0.004918161808198511
chase,0.004918161808198511
crocdodile,0.004918161808198511
crocs,0.004918161808198511
gradually,0.004918161808198511
dancing,0.004918161808198511
day,0.004918161808198511
sour,0.004918161808198511
soundtrack,0.004918161808198511
certain,0.004918161808198511
soul,0.004918161808198511
identified,0.004918161808198511
sublime,0.004918161808198511
incredible,0.004918161808198511
superbly,0.004918161808198511
survivors,0.004918161808198511
favourite,0.004918161808198511
note,0.004918161808198511
tardis,0.004918161808198511
surface,0.004918161808198511
tell,0.004918161808198511
continually,0.004918161808198511
continuation,0.004918161808198511
hold,0.004918161808198511
connections,0.004918161808198511
suffering,0.004918161808198511
colours,0.004918161808198511
thanks,0.004918161808198511
concert,0.004918161808198511
theater,0.004918161808198511
offensive,0.004918161808198511
complex,0.004918161808198511
offers,0.004918161808198511
horrid,0.004918161808198511
themselves,0.004918161808198511
subverting,0.004918161808198511
subtle,0.004918161808198511
inconsistencies,0.004918161808198511
mostly,0.004918161808198511
disturbing,0.004918161808198511
developments,0.004918161808198511
single,0.004918161808198511
singing,0.004918161808198511
underlines,0.004918161808198511
intense,0.004918161808198511
undertone,0.004918161808198511
desperately,0.004918161808198511
detailing,0.004918161808198511
intentions,0.004918161808198511
unfolds,0.004918161808198511
ironically,0.004918161808198511
memories,0.004918161808198511
site,0.004918161808198511
played,0.004918161808198511
swamp,0.004918161808198511
pledge,0.004918161808198511
unremarkable,0.004918161808198511
directors,0.004918161808198511
unwatchable,0.004918161808198511
disparate,0.004918161808198511
biographical,0.004918161808198511
billy,0.004918161808198511
job,0.004918161808198511
given,0.004918161808198511
sits,0.004918161808198511
total,0.004918161808198511
solidifying,0.004918161808198511
celebration,0.004918161808198511
ceases,0.004918161808198511
transcend,0.004918161808198511
pandering,0.004918161808198511
translating,0.004918161808198511
indeed,0.004918161808198511
dealt,0.004918161808198511
gotten,0.004918161808198511
trilogy,0.004918161808198511
deeply,0.004918161808198511
indie,0.004918161808198511
depending,0.004918161808198511
momentum,0.004918161808198511
camerawork,0.004918161808198511
patriotism,0.004918161808198511
soldiers,0.004918161808198511
mishima,0.004918161808198511
defined,0.004918161808198511
called,0.004918161808198511
goes,0.004918161808198511
delivers,0.004918161808198511
perfected,0.004918161808198511
hence,0.004918161808198511
